Network: c10-bpga-cnn
Input, shape:[32,32,3], parameters: 0, memory:12.0 KB
Conv2D(ReLU), shape:[28,28,32] (k:5,s:1,pad:no), parameters:2400, memory:116.8 KB
Maxpool2D shape:[14,14,32] (k:2,s:2), parameters:0, memory:24.5 KB
Dropout, ratio:0.25, shape:[14,14,32], parameters:0, memory:24.5 KB
Conv2D(ReLU), shape:[12,12,64] (k:3,s:1,pad:no), parameters:18432, memory:180.0 KB
Maxpool2D shape:[6,6,64] (k:2,s:2), parameters:0, memory:9.0 KB
Dropout, ratio:0.25, shape:[6,6,64], parameters:0, memory:9.0 KB
Conv2D(ReLU), shape:[4,4,128] (k:3,s:1,pad:no), parameters:73728, memory:584.0 KB
Maxpool2D shape:[2,2,128] (k:2,s:2), parameters:0, memory:2.0 KB
Dense(ReLU), shape:[128], parameters:65664, memory:513.0 KB
Dense(softmax), shape:[10], parameters:1290, memory:10.1 KB

Mutation probability: 0.2
Learning rate: 0.0005

SEED=48
Generation  47, time: 29m 25s, fitness max: 0.792400, min: 0.099800, mean: 0.387365
Generation  48, time: 29m 18s, fitness max: 0.792400, min: 0.100200, mean: 0.420300
Generation  49, time: 15m 12s, fitness max: 0.792400, min: 0.102500, mean: 0.344135
Generation  50, time: 15m 08s, fitness max: 0.792400, min: 0.100500, mean: 0.313030
Generation  51, time: 19m 50s, fitness max: 0.792400, min: 0.101600, mean: 0.325210
Generation  52, time: 15m 09s, fitness max: 0.792400, min: 0.095200, mean: 0.357640
Generation  53, time: 15m 07s, fitness max: 0.792400, min: 0.095200, mean: 0.317295
Generation  54, time: 15m 12s, fitness max: 0.792400, min: 0.101600, mean: 0.356760
Generation  55, time: 10m 24s, fitness max: 0.792400, min: 0.101800, mean: 0.349385
Generation  56, time: 10m 26s, fitness max: 0.792400, min: 0.099700, mean: 0.293160
Generation  57, time: 10m 28s, fitness max: 0.792400, min: 0.095200, mean: 0.266780
Generation  58, time: 19m 52s, fitness max: 0.792400, min: 0.095200, mean: 0.317990
Generation  59, time: 15m 12s, fitness max: 0.792400, min: 0.095200, mean: 0.368330
Generation  60, time: 15m 04s, fitness max: 0.792400, min: 0.095200, mean: 0.360135
Generation  61, time: 15m 13s, fitness max: 0.792400, min: 0.095900, mean: 0.302955
Generation  62, time: 10m 26s, fitness max: 0.792400, min: 0.095200, mean: 0.276970
Generation  63, time: 15m 22s, fitness max: 0.792400, min: 0.099700, mean: 0.291000
Generation  64, time: 15m 11s, fitness max: 0.792400, min: 0.095200, mean: 0.324760
Generation  65, time: 19m 53s, fitness max: 0.792400, min: 0.099800, mean: 0.331120
Generation  66, time: 19m 50s, fitness max: 0.792400, min: 0.101600, mean: 0.342445
Generation  67, time: 33m 58s, fitness max: 0.792400, min: 0.101300, mean: 0.417310
Generation  68, time: 15m 12s, fitness max: 0.792400, min: 0.115400, mean: 0.393415
Generation  69, time: 19m 57s, fitness max: 0.792400, min: 0.098300, mean: 0.318640
Generation  70, time: 24m 38s, fitness max: 0.792400, min: 0.101400, mean: 0.371390
Generation  71, time: 29m 25s, fitness max: 0.792400, min: 0.099800, mean: 0.401885
Generation  72, time: 19m 55s, fitness max: 0.792400, min: 0.090500, mean: 0.372220
Generation  73, time: 19m 57s, fitness max: 0.792400, min: 0.100000, mean: 0.336080
Generation  74, time: 19m 56s, fitness max: 0.792400, min: 0.098000, mean: 0.377445
Generation  75, time: 19m 49s, fitness max: 0.792400, min: 0.098900, mean: 0.334475
Generation  76, time: 34m 01s, fitness max: 0.792400, min: 0.099700, mean: 0.425600
Generation  77, time: 10m 26s, fitness max: 0.792400, min: 0.101600, mean: 0.352705
Generation  78, time: 15m 10s, fitness max: 0.792400, min: 0.075000, mean: 0.295405
Generation  79, time: 34m 06s, fitness max: 0.792400, min: 0.097400, mean: 0.445695
Generation  80, time: 24m 36s, fitness max: 0.792400, min: 0.095300, mean: 0.345305
Generation  81, time: 10m 28s, fitness max: 0.792400, min: 0.093700, mean: 0.318605
Generation  82, time: 10m 27s, fitness max: 0.792400, min: 0.103200, mean: 0.288235
Generation  83, time: 38m 48s, fitness max: 0.792400, min: 0.095200, mean: 0.442745
Generation  84, time: 15m 09s, fitness max: 0.792400, min: 0.095200, mean: 0.391440
Generation  85, time: 15m 12s, fitness max: 0.792400, min: 0.096800, mean: 0.323500
Generation  86, time: 10m 25s, fitness max: 0.792400, min: 0.095200, mean: 0.269635
Generation  87, time: 34m 05s, fitness max: 0.792400, min: 0.100000, mean: 0.408690
Generation  88, time: 10m 26s, fitness max: 0.792400, min: 0.095800, mean: 0.302600
Generation  89, time: 19m 52s, fitness max: 0.792400, min: 0.095200, mean: 0.367440
Generation  90, time: 15m 08s, fitness max: 0.792400, min: 0.095200, mean: 0.328735
Generation  91, time: 15m 25s, fitness max: 0.792400, min: 0.102300, mean: 0.293875
Generation  92, time: 29m 19s, fitness max: 0.792400, min: 0.103500, mean: 0.414105
Generation  93, time: 5m 42s, fitness max: 0.792400, min: 0.097500, mean: 0.284160
Generation  94, time: 10m 28s, fitness max: 0.792400, min: 0.100300, mean: 0.237770
Generation  95, time: 29m 20s, fitness max: 0.792400, min: 0.095200, mean: 0.397575
Generation  96, time: 10m 22s, fitness max: 0.792400, min: 0.095300, mean: 0.318025
Generation  97, time: 19m 55s, fitness max: 0.792400, min: 0.098000, mean: 0.304860
Generation  98, time: 15m 11s, fitness max: 0.792400, min: 0.100300, mean: 0.347775
Generation  99, time: 15m 10s, fitness max: 0.792400, min: 0.096800, mean: 0.357440
Generation 100, time: 15m 15s, fitness max: 0.792400, min: 0.095200, mean: 0.295695
Generation 101, time: 15m 06s, fitness max: 0.792400, min: 0.092000, mean: 0.331565
Generation 102, time: 15m 08s, fitness max: 0.792400, min: 0.094300, mean: 0.327210
Generation 103, time: 19m 51s, fitness max: 0.792400, min: 0.099700, mean: 0.361400
Generation 104, time: 29m 20s, fitness max: 0.792400, min: 0.100900, mean: 0.405660
Generation 105, time: 60.33s, fitness max: 0.792400, min: 0.105300, mean: 0.298575
Generation 106, time: 19m 50s, fitness max: 0.792400, min: 0.098100, mean: 0.301965
Generation 107, time: 15m 11s, fitness max: 0.792400, min: 0.097300, mean: 0.343480
Generation 108, time: 5m 43s, fitness max: 0.792400, min: 0.099700, mean: 0.255855
Generation 109, time: 15m 12s, fitness max: 0.792400, min: 0.095200, mean: 0.278995
Generation 110, time: 5m 44s, fitness max: 0.792400, min: 0.096100, mean: 0.269680
Generation 111, time: 15m 12s, fitness max: 0.792400, min: 0.093400, mean: 0.282660
Generation 112, time: 34m 06s, fitness max: 0.792400, min: 0.095200, mean: 0.387720
Generation 113, time: 19m 54s, fitness max: 0.792400, min: 0.094200, mean: 0.367095
Generation 114, time: 10m 26s, fitness max: 0.792400, min: 0.095600, mean: 0.321820
Generation 115, time: 15m 07s, fitness max: 0.792400, min: 0.102000, mean: 0.341585
Generation 116, time: 10m 24s, fitness max: 0.792400, min: 0.095700, mean: 0.289010
Generation 117, time: 15m 12s, fitness max: 0.792400, min: 0.099800, mean: 0.313220
Generation 118, time: 15m 13s, fitness max: 0.792400, min: 0.099700, mean: 0.329095
Generation 119, time: 24m 38s, fitness max: 0.792400, min: 0.099700, mean: 0.394015
Generation 120, time: 29m 30s, fitness max: 0.792400, min: 0.111600, mean: 0.439460
Generation 121, time: 60.27s, fitness max: 0.792400, min: 0.095200, mean: 0.267245
Generation 122, time: 19m 53s, fitness max: 0.792400, min: 0.095400, mean: 0.290980
Generation 123, time: 19m 48s, fitness max: 0.792400, min: 0.095800, mean: 0.373845
Generation 124, time: 29m 18s, fitness max: 0.792400, min: 0.102400, mean: 0.433190
Generation 125, time: 29m 19s, fitness max: 0.792400, min: 0.098000, mean: 0.423940
Generation 126, time: 38m 52s, fitness max: 0.792400, min: 0.104500, mean: 0.489100
Generation 127, time: 29m 21s, fitness max: 0.792400, min: 0.099700, mean: 0.421055
Generation 128, time: 15m 19s, fitness max: 0.792400, min: 0.099600, mean: 0.336530
Generation 129, time: 24m 45s, fitness max: 0.792400, min: 0.087500, mean: 0.360310
Generation 130, time: 24m 37s, fitness max: 0.792400, min: 0.079000, mean: 0.450935
Generation 131, time: 24m 32s, fitness max: 0.792400, min: 0.102600, mean: 0.405175
Generation 132, time: 10m 25s, fitness max: 0.792400, min: 0.101500, mean: 0.334580
Generation 133, time: 33m 59s, fitness max: 0.792400, min: 0.095900, mean: 0.429670
Generation 134, time: 10m 29s, fitness max: 0.792400, min: 0.095800, mean: 0.331760
Generation 135, time: 5m 41s, fitness max: 0.792400, min: 0.098100, mean: 0.245680
Generation 136, time: 24m 37s, fitness max: 0.792400, min: 0.099700, mean: 0.329055
Generation 137, time: 5m 43s, fitness max: 0.792400, min: 0.104000, mean: 0.306485
Generation 138, time: 10m 27s, fitness max: 0.792400, min: 0.122200, mean: 0.298650
Generation 139, time: 24m 36s, fitness max: 0.792400, min: 0.095200, mean: 0.364985
Generation 140, time: 19m 54s, fitness max: 0.792400, min: 0.097000, mean: 0.329355
Generation 141, time: 15m 07s, fitness max: 0.792400, min: 0.095200, mean: 0.306905
Generation 142, time: 5m 42s, fitness max: 0.792400, min: 0.100300, mean: 0.289770
Generation 143, time: 15m 07s, fitness max: 0.792400, min: 0.097100, mean: 0.327235
Generation 144, time: 15m 08s, fitness max: 0.792400, min: 0.101900, mean: 0.364240
Generation 145, time: 19m 50s, fitness max: 0.792400, min: 0.107700, mean: 0.366510
Generation 146, time: 24m 34s, fitness max: 0.792400, min: 0.095400, mean: 0.395505
Generation 147, time: 15m 13s, fitness max: 0.792400, min: 0.099800, mean: 0.356860
Generation 148, time: 34m 00s, fitness max: 0.792400, min: 0.100400, mean: 0.439800
Generation 149, time: 24m 34s, fitness max: 0.792400, min: 0.096500, mean: 0.404450
Generation 150, time: 24m 34s, fitness max: 0.792400, min: 0.099700, mean: 0.394145
evolution finished, top-5 members:
member   1, fitness=0.792400
member   2, fitness=0.780100
member   3, fitness=0.773800
member   4, fitness=0.773800
member   5, fitness=0.773100
member  20, fitness=0.099700
Training set predicted with 0.917725 accuracy.
Validation set predicted with 0.7924 accuracy.
Test set predicted with 0.7724 accuracy.

Crossover: Uniform, learning rate: 0.0005, mutation epochs: 5
evolving 20 members for 150 generations...
Generation   1, time: 62.53s, fitness max: 0.130700, min: 0.069400, mean: 0.102255
Generation   2, time: 31m 05s, fitness max: 0.672200, min: 0.076600, mean: 0.272865
Generation   3, time: 25m 24s, fitness max: 0.718400, min: 0.101200, mean: 0.296680
Generation   4, time: 29m 38s, fitness max: 0.728900, min: 0.095800, mean: 0.335595
Generation   5, time: 19m 59s, fitness max: 0.730500, min: 0.099200, mean: 0.283485
Generation   6, time: 15m 13s, fitness max: 0.730700, min: 0.099300, mean: 0.305785
Generation   7, time: 15m 04s, fitness max: 0.741100, min: 0.101000, mean: 0.323895
Generation   8, time: 15m 08s, fitness max: 0.741100, min: 0.132000, mean: 0.382635
